business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,photos,opening_hours,price_level,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.8569116, 'lng': 67.0164547}, 'viewport': {'northeast': {'lat': 24.8582758302915, 'lng': 67.01783503029151}, 'southwest': {'lat': 24.8555778697085, 'lng': 67.0151370697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chaska party chai,ChIJndvtWVc_sz4RzvpE9lq1oHc,"{'compound_code': 'V248+QH Gari Khata, Karachi, Pakistan', 'global_code': '7JP9V248+QH'}",1.0,ChIJndvtWVc_sz4RzvpE9lq1oHc,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"2 Burns Road, Anna, Stokes, IL",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8610217, 'lng': 67.00266739999999}, 'viewport': {'northeast': {'lat': 24.8623592302915, 'lng': 67.0040618302915}, 'southwest': {'lat': 24.8596612697085, 'lng': 67.0013638697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Super Quetta Hotel,ChIJz0e8Vtc_sz4RDP90GhKSIzE,,4.6,ChIJz0e8Vtc_sz4RDP90GhKSIzE,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,"V263+C33, Bhimpura, Karachi","[{'height': 1838, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115665449527629082158"">Arman Khan</a>'], 'photo_reference': 'AUGGfZnPRbyzThjSrwXlehiHaIvrue-Dw5fBJZWQTA39xRw8LQpv9Wf3tTd6GY2RKntnOLTHl0p-GKhsGriLZqKKHZzM7PS-qYjeyJWtD7idv2C1GFAKlllcjpdRKDGIy4nXc6Flg9s_QiAU03xyWhgjKeUIZ-s8E6FLIpzexywoWsUkWSGM', 'width': 1838}]",{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8566289, 'lng': 67.01638679999999}, 'viewport': {'northeast': {'lat': 24.8580075802915, 'lng': 67.0177206802915}, 'southwest': {'lat': 24.8553096197085, 'lng': 67.0150227197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Quetta Chai,ChIJ6TYiljQ_sz4RPkbbkj7FPL8,"{'compound_code': 'V248+MH Burns Road, Karachi, Pakistan', 'global_code': '7JP9V248+MH'}",5.0,ChIJ6TYiljQ_sz4RPkbbkj7FPL8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,"Rahat Mansion, Shop No G-5, Street AM-2, Main, Burns Road, Karachi","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101763079564218452144"">Siraj Ahmed</a>'], 'photo_reference': 'AUGGfZl-nOp-BQo4legxZpN3x-eSdINXO5aLxevXHND1v5Eq9ONfQixRO9bWoeW8dbKZJZ2gW_b2vVpoUpKd6Nxd7B1yz2qOPojJUUXGtuUm34iU89SuTiltOToTB6jSd-NW5boXmQI9Qw7jsXQyoFQu_iQyuZSNwcBt74dbpsRlq5lNRu9z', 'width': 3472}]",,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8570415, 'lng': 67.0168128}, 'viewport': {'northeast': {'lat': 24.8583603802915, 'lng': 67.0181772302915}, 'southwest': {'lat': 24.8556624197085, 'lng': 67.01547926970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Mannan Chai Hotel,ChIJU-5EnMw_sz4RtPE35afUUrY,,4.3,ChIJU-5EnMw_sz4RtPE35afUUrY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",28.0,"V248+RP8, Gari Khata, Karachi","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117120674997303330641"">Mehboob Raza</a>'], 'photo_reference': 'AUGGfZlVEbZiLEkInyPaE68EtLF9CLvF2k0aIG08J7pUnNY85jtqjtpxLOCpe5TQCwbjv4xY-haj0VdEkoMxMRt49Aifv6yKfxU-oTaxy2oIKtu0hyeri5_23u5mEutfZOaRT13mqkhS1PEW1JYOUZ_ixe2RLS-eMkQIWq732MWvhkGBTZLQ', 'width': 3024}]",,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8524225, 'lng': 67.0111676}, 'viewport': {'northeast': {'lat': 24.8538219302915, 'lng': 67.0124565302915}, 'southwest': {'lat': 24.8511239697085, 'lng': 67.0097585697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Abdul Bari Tea Hotel,ChIJyeXkXuw_sz4RgwFYMg4diIg,"{'compound_code': 'V226+XF New Chali, Karachi, Pakistan', 'global_code': '7JP9V226+XF'}",4.2,ChIJyeXkXuw_sz4RgwFYMg4diIg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",201.0,"Outram Road, Pakistan Chowk, Karachi","[{'height': 2952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111198738683467840134"">Abdul Bari Tea Hotel</a>'], 'photo_reference': 'AUGGfZmzxQK3geHlJg4Prk8aUCGXDeLuMm2cIuOOpkWQ46OOWq1MuTB8h-PhnBDiWxZmgSyXudm7xziQU6DY4G691-zpI1iFWWpIDwm_dOPYPp3kLuq0oqiygbEUjg7W7yKGxsw6bS-wtiWAgBHXd48UkgSOAQs4M-jB0bo4Ej4xLzjY5mrd', 'width': 5248}]",,1.0,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.862562, 'lng': 67.0168873}, 'viewport': {'northeast': {'lat': 24.8639142802915, 'lng': 67.0182172802915}, 'southwest': {'lat': 24.8612163197085, 'lng': 67.01551931970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shahid Manzil,ChIJpxGIV8Y_sz4RNJN72nq2ShY,,5.0,ChIJpxGIV8Y_sz4RNJN72nq2ShY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"V278+2QC, Rew Rajlal Street, Boharpir, Karachi","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102543890581720448688"">Kamran Khan</a>'], 'photo_reference': 'AUGGfZkyJUrnmPbFLoN1oPbQghncVUd_1nYNKopE1HK4OS57gO9jwWi3_QE9WbBWvAgbV89VvmNG8BN_7ucIhCvSAoXRJYPx1ji0GeGv7hnIlWTwzJ1zixOMhM7M4n0kQKXr4c19ALDdF_NzCL1XwiB5XIkNjpMXBD-2vJf5PLgFAUiUpG-0', 'width': 1800}]",{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8535496, 'lng': 67.01504249999999}, 'viewport': {'northeast': {'lat': 24.8551043802915, 'lng': 67.0165239302915}, 'southwest': {'lat': 24.8524064197085, 'lng': 67.01382596970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,NED Cafeteria,ChIJbbDR05A_sz4RC08AbmJVWlw,,5.0,ChIJbbDR05A_sz4RC08AbmJVWlw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,"V238+C27, Muhammad Bin Qasim Road, Saddar, Karachi","[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116050306200345486480"">Swalay Muhammad</a>'], 'photo_reference': 'AUGGfZkWbyDPPhIpzDw4QX45h35jlqEkkUVPl8BrKQSHWBWhlMvxqdPJiaREZL__I7BWx-lCVKxqXPLCeVhh2EVy5nZCzspnKzT6jdln2tPblvZVNM318q4fNoTtyA6mXa_AkaXX0q_cEoXQmvgBq5_GOku6TumiqcqgS163y3tzGLjrgssI', 'width': 4096}]",{'open_now': False},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607925, 'lng': 67.0178592}, 'viewport': {'northeast': {'lat': 24.8621414802915, 'lng': 67.01920818029151}, 'southwest': {'lat': 24.8594435197085, 'lng': 67.01651021970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Khan tea stall,ChIJyTkVabQ_sz4RIdLypoNKZfc,,,ChIJyTkVabQ_sz4RIdLypoNKZfc,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"V269+849, M.A Jinnah Road, Kasur",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8612338, 'lng': 67.01787940000001}, 'viewport': {'northeast': {'lat': 24.8624751302915, 'lng': 67.01930738029151}, 'southwest': {'lat': 24.8597771697085, 'lng': 67.0166094197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Mehran Tea Stall,ChIJhQF14B6HDhQRRT2ydwFqbXw,,3.8,ChIJhQF14B6HDhQRRT2ydwFqbXw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,"V269+F5R, M.A Jinnah Road, Mīrpur Khās","[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111574240807255720343"">Ashfaq Ahmed</a>'], 'photo_reference': 'AUGGfZn2TcitGYLCbN1YOiAi2uGyyT-5wSKJghp5X5qhDNXpaVFkP3maFPSv6lhiymHNc7zhZ8t0XT8v8pkXTq5_T3kBiwP65KJSb888R9GZKR4p_8WcgySZWqLNfJn6qe___Z8LT08eobfJgLMNQo4xetyi7jthtPDpuYjSLKzieJ5_M9Ul', 'width': 2128}]",{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8561326, 'lng': 67.01746729999999}, 'viewport': {'northeast': {'lat': 24.8574428802915, 'lng': 67.01883538029149}, 'southwest': {'lat': 24.8547449197085, 'lng': 67.01613741970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Al Madina cafe,ChIJe-vu0aY_sz4RW-HAsmDSTYQ,,5.0,ChIJe-vu0aY_sz4RW-HAsmDSTYQ,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"V248+FX4, Burns Road, Karachi","[{'height': 5376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111683738005476104457"">Sm Obbi</a>'], 'photo_reference': 'AUGGfZm_lwAEQ4VNIS6Cogc3EjVC0xb5ZB8tSKQ5PfoI2vp3WWV8FrwdvA4MbP_1HSxSbs16thbMoFZuOK-bSSYT3TG56sbVzxuX_HJyri3prZDiaaONGMTQFHVvJ0GbV56ETeAdCCgxXUtoUdqKQrZG_wp5YZOn1akFQS5JD04JukoOkw-X', 'width': 3024}]",,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tata wala,ChIJEe4dcgA_sz4R7X0oCvfD8KM,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJEe4dcgA_sz4R7X0oCvfD8KM,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"720, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Rasheed sea food,ChIJV0bzElc_sz4Rp6FvOZ19nxI,,,ChIJV0bzElc_sz4Rp6FvOZ19nxI,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"V262+7FR, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,SHAH G CHAI HOTEL,ChIJx-ZKF0w_sz4Rs3_2iL9osZo,,,ChIJx-ZKF0w_sz4Rs3_2iL9osZo,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"V262+7FR, Karachi","[{'height': 1305, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112138247808546082711"">Haider Abbas</a>'], 'photo_reference': 'AUGGfZmJm553r0u-7mYZUdm0qjiBVCzkT6X_8FtpUAcNuPfnzKexcqDS_Pgtm6LumPwwnrM9AzO-PqemzPe0PIpoTdQAU2zPs7ul2_F850YS1uhyk6YGD-OwUrpduol1uhZckiup4f9vbH8nZF7Gk5-esXUxm_t3elJaQnbXrYWb4iu_Otl_', 'width': 660}]",{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Display Image,ChIJ4cPPwcc7sz4RKlodFRJMgGY,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJ4cPPwcc7sz4RKlodFRJMgGY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"Street Number 3, Karachi","[{'height': 455, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115403083436411850346"">Google play Google were os</a>'], 'photo_reference': 'AUGGfZkuqg5OXMEhCGNocBzD_BZLPZSoJm_JQak1jT5iuDKCD7AVJSwJYA6_S09m0NTB3tvdLwDFaIgBF9MMudIC7HmwDz_C75kTaVl6F0TFhUZuy9EltTliqASm7K_PhrwaUy1vKXgNJcXy-KFdegXXXO4UjTGIB1CGD4gXbo3kRyKFx4uG', 'width': 728}]",,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Indus University Cafeteria,ChIJ8ezpFAQ_sz4RBdLFi3ivg6M,,,ChIJ8ezpFAQ_sz4RBdLFi3ivg6M,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"V262+7FR, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,رحمت چاہےاکرم خان,ChIJL_kYs-s_sz4R9lOfh1kXN9Q,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",5.0,ChIJL_kYs-s_sz4R9lOfh1kXN9Q,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,"Street 2, Karachi","[{'height': 1348, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107084942858176065928"">Noorchai Noorchai</a>'], 'photo_reference': 'AUGGfZnSXzqvHCfCnligkdBYz2oLf1Aav8vWZc6zQdj_RxvKfEb4ZjTsjNfzBfhrAY6putp3ISH2kTGBR23hTx8QQzEBGdtWvJ5zwwjVd-ORp_48oA-EDB8f_TnyBU1Rc1iLKylPmbfkIk-HDFnSzSFddX2YDSlwVYvjmYKdFJqpOS3TLer4', 'width': 720}]",,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai ki yari,ChIJuVD5yyw_sz4Rj294VbxnDB8,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJuVD5yyw_sz4Rj294VbxnDB8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"A154, Napier Quarter, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,BADNAAM CHAAYE,ChIJa2pCpI4_sz4R9ZMF-cG3bvw,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJa2pCpI4_sz4R9ZMF-cG3bvw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"Plot # R-527, Napier Quarter, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai Spot,ChIJ8boU1ww_sz4RW0l7M4rEdlk,,,ChIJ8boU1ww_sz4RW0l7M4rEdlk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"Armani Park, Napier Quarter, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621102802915, 'lng': 67.0024618802915}, 'southwest': {'lat': 24.8594123197085, 'lng': 66.99976391970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Albert Cafe,ChIJL0DFEo8_sz4RydvCWfJAcg0,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJL0DFEo8_sz4RydvCWfJAcg0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"Shazco Appartments, Block No.4, Karachi, Napier Quarter, Karachi",,{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Dela cafe Hotel,ChIJGSrMUAA_sz4RKKLlYGGVz4I,,,ChIJGSrMUAA_sz4RKKLlYGGVz4I,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"V262+7FR, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Connekt Coffee Lounge,ChIJl3M1bN8_sz4RldafrORsvyU,"{'compound_code': 'V262+7F Napier Quarter, Karachi, Pakistan', 'global_code': '7JP9V262+7F'}",,ChIJl3M1bN8_sz4RldafrORsvyU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"4th floor RJ Mall 10A, Karachi","[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106551829690048083681"">Connekt Coffee Lounge</a>'], 'photo_reference': 'AUGGfZmdtSgaXcODZnPI8WKZ4-nLLT4y-weDeacoW4lpot0jthOyfNwt7TY1Qi8fsezWsWI5mNGavBdO_9s9AQFYWZ45tTYiiJMDY8VTfaCMJNfk6l0pBchmyf0yS-xm9btwfpNW7WieNVVKto0Lm4QPjBJCaeI4BUJ6Qv4cB1dA24v8-QTe', 'width': 1280}]",{'open_now': True},,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621090302915, 'lng': 67.00246113029151}, 'southwest': {'lat': 24.8594110697085, 'lng': 66.99976316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta gulberg cafe,ChIJRXNrCOI_sz4R6ksc2eJvxyQ,,,ChIJRXNrCOI_sz4R6ksc2eJvxyQ,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"V262+7FR, Karachi",,,,,8742e4432ffffff
OPERATIONAL,"{'location': {'lat': 24.8607343, 'lng': 67.0011364}, 'viewport': {'northeast': {'lat': 24.8621102802915, 'lng': 67.0024618802915}, 'southwest': {'lat': 24.8594123197085, 'lng': 66.99976391970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Bhagareni bucks,ChIJqUwDrbY_sz4R9Ic5jPjw3-k,,,ChIJqUwDrbY_sz4R9Ic5jPjw3-k,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"V262+7FR, Neipur quartets, Napier Quarter, Karachi",,,,,8742e4432ffffff
