business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,price_level,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9376409, 'lng': 67.04124639999999}, 'viewport': {'northeast': {'lat': 24.9389850302915, 'lng': 67.0426091802915}, 'southwest': {'lat': 24.9362870697085, 'lng': 67.0399112197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Chai Dhaba²,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114080435789112557197"">Ahmed Khattak</a>'], 'photo_reference': 'AUGGfZk13fCG8Dge7kZV1vaEJtCKxQVk_H1Y8ctla1i_PbOgAOmLpXJ2a9cjINZTrBWEMk9r-CLZMV1niCykrftrjUb7tjD8Reirj9eeCRdd7VZVPuBK300hUkn7jg1U98hmK4Oc3mbkZR-2hORhtO-MLpEC1qEMZMOqJBeI_xT0Pma6WGKW', 'width': 1280}]",ChIJR9prHgA_sz4R9yflL0tSjJQ,,3.0,ChIJR9prHgA_sz4R9yflL0tSjJQ,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"W2QR+3F5, Block E North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9376409, 'lng': 67.04124639999999}, 'viewport': {'northeast': {'lat': 24.9389850302915, 'lng': 67.0426091802915}, 'southwest': {'lat': 24.9362870697085, 'lng': 67.0399112197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,caffine heaven,,,ChIJl4ivESE_sz4Rcd4Sacjyeyk,,,ChIJl4ivESE_sz4Rcd4Sacjyeyk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"e, block, North Nazimabad Town, Karachi","{'compound_code': 'W2QR+3F North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2QR+3F'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9219365, 'lng': 67.0254023}, 'viewport': {'northeast': {'lat': 24.9232908802915, 'lng': 67.0267322302915}, 'southwest': {'lat': 24.9205929197085, 'lng': 67.0240342697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Pakistan hotel,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104145124050791070292"">tanveer mehmood</a>'], 'photo_reference': 'AUGGfZlOEww-tZbOIyBvTt51l5WxZt8XUeN1ALAi4KIactNDtHP9bDZ30WuddJqGzBu3MdhqKjUPHW7gRTqV-bivg3nclgs810yym7aJClp3EY7Xj4DJHWE6tpp8iFjlJRdBxjqhv5rEKBZn_O1GsePyr2auk5AX5iwphtyzxYpk1tPeE9sX', 'width': 4000}]",ChIJK1h3duY_sz4Rpk1ETrcZxyE,,3.0,ChIJK1h3duY_sz4Rpk1ETrcZxyE,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"Block 5-C, Block 5 C Block 5 Nazimabad, Karachi","{'compound_code': 'W2CG+Q5 Nazimabad, Karachi, Pakistan', 'global_code': '7JP9W2CG+Q5'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.94253789999999, 'lng': 67.03587929999999}, 'viewport': {'northeast': {'lat': 24.9439025302915, 'lng': 67.0372424302915}, 'southwest': {'lat': 24.9412045697085, 'lng': 67.0345444697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Fun Masti Corner with Snooker Club,{'open_now': False},"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114438874796807226363"">mani ghouri</a>'], 'photo_reference': 'AUGGfZn_5Fb9Vwli8dYEEoCSgK8tWzk7_01rBR6gZ9Zm8QO21nMb-CUUeEm4RjTkr8g7RALwUl0TWaEOXUxbShl7po0Wu-5OxaCekQ52g8DKOJ7LlKedegfLIBVIUnvP_skYJC9CH8z9A74JmSdD1qLwqF0tKSNDqe_KCwdVZ4FDPo2_4wcn', 'width': 1080}]",ChIJe_jKMbRBsz4RSs6bmMEncNI,,5.0,ChIJe_jKMbRBsz4RSs6bmMEncNI,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"House no A, 10, Block E North Nazimabad Town, Karachi","{'compound_code': 'W2VP+29 North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2VP+29'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9372477, 'lng': 67.0422251}, 'viewport': {'northeast': {'lat': 24.9386138302915, 'lng': 67.0435510802915}, 'southwest': {'lat': 24.9359158697085, 'lng': 67.04085311970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,The cofffee bar,,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101421577790596867333"">The cofffee bar</a>'], 'photo_reference': 'AUGGfZkqDQ6YKV1EuWyIvCCQfrHw7suR5WbKZwetZogfL_OkCDuVewoo-wswdWgssFO5BOzJAKGHvPs0RH9K9187F7uiBMD4e3zxsY0MuRaNKB1yWhh_TA490V70G0niCqNNL-KEZHGQT_hORz2fMpWee3hqooFv_zIjd6uSvOaqBNj8XJEe', 'width': 800}]",ChIJE8Xxl3k_sz4RpQfAw3MaPyA,,,ChIJE8Xxl3k_sz4RpQfAw3MaPyA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"North Nazimabad Town, Karachi","{'compound_code': 'W2PR+VV North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PR+VV'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9372477, 'lng': 67.0422251}, 'viewport': {'northeast': {'lat': 24.9386138302915, 'lng': 67.0435510802915}, 'southwest': {'lat': 24.9359158697085, 'lng': 67.04085311970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,کوئٹہ قاسم اسٹار ہوٹل,,,ChIJL9l4CoI_sz4RRvzc2zjDI0o,,,ChIJL9l4CoI_sz4RRvzc2zjDI0o,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"W2PR+VVX, North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9372477, 'lng': 67.0422251}, 'viewport': {'northeast': {'lat': 24.9386138302915, 'lng': 67.0435510802915}, 'southwest': {'lat': 24.9359158697085, 'lng': 67.04085311970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Home sweet home,{'open_now': False},,ChIJNf7A1iY_sz4Rvy2__1r-Jdg,,,ChIJNf7A1iY_sz4Rvy2__1r-Jdg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"A 58 street 5, block N North Nazimabad Town, Karachi","{'compound_code': 'W2PR+VV North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PR+VV'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9392773, 'lng': 67.0194921}, 'viewport': {'northeast': {'lat': 24.9406484802915, 'lng': 67.0207418302915}, 'southwest': {'lat': 24.9379505197085, 'lng': 67.01804386970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tea shop,,,ChIJqfhrDT5Bsz4RMwrVFtFZxPI,,3.0,ChIJqfhrDT5Bsz4RMwrVFtFZxPI,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",1.0,"W2Q9+PQ9, Manghopir Road, 5 L Area Qasba Qasba Colony, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9208881, 'lng': 67.0252734}, 'viewport': {'northeast': {'lat': 24.9222393302915, 'lng': 67.02660658029151}, 'southwest': {'lat': 24.9195413697085, 'lng': 67.0239086197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Memon Dera,{'open_now': True},"[{'height': 2084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101361164259970470610"">Sara Asif</a>'], 'photo_reference': 'AUGGfZnhLGhip7bz9VVaPjVb58hdCNJcuuDk321YG4tftXzMQLHQktqt8sMY56mhihCSB9Qaim7hrtqhF6yYq_G3B7D7VDl2pzF7jefuD0-aQotTd_eiydptVzBxcyddd95NNhJB31pexQjyKJNTBqmzseyjveYFH4GOpNhbXXb5D64xyvPN', 'width': 4624}]",ChIJq9-OHAA_sz4Rgykz5Kq__Yk,,4.4,ChIJq9-OHAA_sz4Rgykz5Kq__Yk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,"W2CG+942, Liberty Road, Block 5 C 18/1-A Nazimabad, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9378474, 'lng': 67.0425693}, 'viewport': {'northeast': {'lat': 24.9391711302915, 'lng': 67.0439524302915}, 'southwest': {'lat': 24.9364731697085, 'lng': 67.04125446970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Mr Chaat And Fastfood,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112528747401291248705"">Sheraz</a>'], 'photo_reference': 'AUGGfZm5TUaSmAb39uu_S5fN_RNaOp2OmkmM-cuTVj0nm6JmPwATQ13_AHCVhV_T84rs-bLsx6--bYSfmvgMJHidDv0uF4Fdmh6JcrB1tELiJxvDxWz6Vlit899ioTfW8FkEsnuuXxQVhxl-IejmCSLUaDHgm0SJFDDjmw2RIXRjm66aOq7X', 'width': 5504}]",ChIJ25e6VYw_sz4RLXRl04b-B6o,,4.1,ChIJ25e6VYw_sz4RLXRl04b-B6o,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",66.0,"W2QV+42P, Hyderi, Block E North Nazimabad Town, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9379324, 'lng': 67.0426146}, 'viewport': {'northeast': {'lat': 24.93924923029151, 'lng': 67.0440070802915}, 'southwest': {'lat': 24.9365512697085, 'lng': 67.04130911970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,The Best Coffee Shop,{'open_now': False},"[{'height': 438, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113157115755729971821"">The Best Coffee Shop</a>'], 'photo_reference': 'AUGGfZn_2WWmqgMbjCP5b7ZpaFxFYn133hqklR2zM0foAPlt9qAfrknevBuRrZrl69aLQpgfLbBfKDTCHicJxh5hEW7Rl_5442wNirU35E6fhhg4nUm2ktdIkT3cBk8vwHNXuLg7aTpZbeOnEbsjxICVjqnsLWwgK9dWGv6UPvkHPrunf3dl', 'width': 780}]",ChIJRRoZZSY_sz4RW3wgplWM-wk,,,ChIJRRoZZSY_sz4RW3wgplWM-wk,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"Siddiqui Street, North Nazimabad Town, Karachi","{'compound_code': 'W2QV+52 North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2QV+52'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9367959, 'lng': 67.04343589999999}, 'viewport': {'northeast': {'lat': 24.9382030802915, 'lng': 67.0447035302915}, 'southwest': {'lat': 24.93550511970849, 'lng': 67.0420055697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Hyderi Dilpasand Chaat Corner,{'open_now': False},"[{'height': 614, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115539098476159155684"">Athar Agha</a>'], 'photo_reference': 'AUGGfZmbAgWlDySx-aw4t-KkYLefhh4pP0CBedmpZzBZfLa1xHtMcFBb0cLZPSdsJHDzol5tXe1vTPhCgboon5Marq-q27BcQA-Sx179FCUNoAzCLwSjQxILkgEPcYUEBQKlzDPICF-M9jokb1EJdEk6zFW_1MDheQw0UL5MxPpWDfQsafvU', 'width': 1024}]",ChIJTSjZeoE_sz4RPLFy0iy4TIk,1.0,4.3,ChIJTSjZeoE_sz4RPLFy0iy4TIk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",69.0,"Noor Market Apartment, near hyderi madni mall hyderi, Saifee Road, Karachi","{'compound_code': 'W2PV+P9 North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2PV+P9'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9365372, 'lng': 67.0172008}, 'viewport': {'northeast': {'lat': 24.9379273302915, 'lng': 67.0185182802915}, 'southwest': {'lat': 24.9352293697085, 'lng': 67.0158203197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,فاروق هاوس,,,ChIJj8r8yao_sz4R-66hs3j9Ras,,,ChIJj8r8yao_sz4R-66hs3j9Ras,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"W2P8+JV8, Mujahidabad Bukhari Colony, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9213367, 'lng': 67.0229669}, 'viewport': {'northeast': {'lat': 24.9226844302915, 'lng': 67.0243098302915}, 'southwest': {'lat': 24.91998646970849, 'lng': 67.0216118697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai Hotel,,,ChIJg-ExIg4_sz4RKmdFuxCd7gc,,,ChIJg-ExIg4_sz4RKmdFuxCd7gc,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"W2CF+H54, Block 5-E Block 5 E Block 5 Nazimabad, Karachi",,,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9349375, 'lng': 67.0449375}, 'viewport': {'northeast': {'lat': 24.93624383029151, 'lng': 67.04634073029152}, 'southwest': {'lat': 24.9335458697085, 'lng': 67.04364276970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,کوئٹہ مدینہ ہوٹل,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107448940579677440476"">imran khan</a>'], 'photo_reference': 'AUGGfZnXh_HnDCWjpnXV3h0DNCUVscIeBhDtCEO99emggMCNRbeUM48K69X-35JejgmC9bvGVpzdWOE3ATPzT1FK9NH20yUawJ_pD0nvrG2NhyPV78L0c4MvJxR-mboFWSU7iUBxU1aVzbPAydM8bOBNg1R5vfZ7luefqqVTO3G2zf9vCoTe', 'width': 1920}]",ChIJsUgNFYI_sz4Reg0eHXRjjNA,,4.6,ChIJsUgNFYI_sz4Reg0eHXRjjNA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",23.0,"Qari Zahir Qasmi Road, Haidry Block G North Nazimabad Town, Karachi","{'compound_code': 'W2MV+XX North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2MV+XX'}",,8642e4427ffffff
OPERATIONAL,"{'location': {'lat': 24.9331982, 'lng': 67.0457706}, 'viewport': {'northeast': {'lat': 24.9345735802915, 'lng': 67.0471440302915}, 'southwest': {'lat': 24.9318756197085, 'lng': 67.0444460697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Dera Afaq,{'open_now': False},"[{'height': 1248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117307198311015885449"">Dera Afaq</a>'], 'photo_reference': 'AUGGfZkUQBZ3Dq8_XQt2WoG6BOi-jovlE3vHl4WOhwKvBw5rz32LgECb4z-wGHKjcumTvyECCM1LMU0EdgRhcCwTbGXJwdZUJjxQuDSJfzlo6KcEh0MN67eeipwVuDREag9EzSqcICkpFzDnxIl8IIrijfgDPL3O-HiQDV1_qChiyWFdztvO', 'width': 1200}]",ChIJnT-uEyU_sz4RCYL4IpaInJw,,4.7,ChIJnT-uEyU_sz4RCYL4IpaInJw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,"Plot E66, Block F North Nazimabad Town, Karachi","{'compound_code': 'W2MW+78 North Nazimabad Town, Karachi, Pakistan', 'global_code': '7JP9W2MW+78'}",,8642e4427ffffff
