business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,price_level,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.9534282, 'lng': 67.1432726}, 'viewport': {'northeast': {'lat': 24.9547324802915, 'lng': 67.14457778029151}, 'southwest': {'lat': 24.95203451970849, 'lng': 67.1418798197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,EATEA Cafe,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106207622403920072210"">Sarmad Hussain</a>'], 'photo_reference': 'AUGGfZmuPOT-EPzXIFKgs1uD9S9OrbrrgmPrINK4SL3IvdkFhk9HnvGc5gtEqF_kJLdRfphnV_2a6kTQAKFKSBMjLTwfeMuEWzq6Ez86CySOyYNqsgsAEui0zcIIcLV6Zf2QHaHPHkUrsy6sYyag0-vmKxdk4r2kxkeCmeL2bf3cBhX1czdj', 'width': 2448}]",ChIJafnbkJk5sz4R0jb3JXRe5SU,3.8,ChIJafnbkJk5sz4R0jb3JXRe5SU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",11.0,"Sector 29 Sindh, Karachi","{'compound_code': 'X43V+98 Sector 29 Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9X43V+98'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.955073, 'lng': 67.1435056}, 'viewport': {'northeast': {'lat': 24.9564510802915, 'lng': 67.1448816302915}, 'southwest': {'lat': 24.9537531197085, 'lng': 67.14218366970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,SOL Food Bank,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105725891645292027936"">Ghazala Shah</a>'], 'photo_reference': 'AUGGfZlSydP8kyas-fITtzEvJ2GQO8-HilHpI0AoGhTvHbeidGy3hXmwziJ66mAY7gND1YqTiZvgd-t5h_NZu3yeK9fTbhm7dDRpYj4h4cVnrtwBgNQTc7N5evIiZ1T7sFGykGdUDvmhdiTYilFJQj6D6-btVZewMw_bykteFz4KBnmYxSG9', 'width': 4032}]",ChIJ_7pulSg5sz4R8tRwdzE7bZc,4.3,ChIJ_7pulSg5sz4R8tRwdzE7bZc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,"Shop #54 Chapal Sun City apartments Block 13, Gulzar-e-Hijri Sector 29 Gulzar E Hijri Scheme 33, Karachi","{'compound_code': 'X44V+2C Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9X44V+2C'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9577069, 'lng': 67.14453019999999}, 'viewport': {'northeast': {'lat': 24.9589990802915, 'lng': 67.1458250802915}, 'southwest': {'lat': 24.9563011197085, 'lng': 67.1431271197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai Adda,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106589187925575650944"">Ayaz Ali</a>'], 'photo_reference': 'AUGGfZmMbMCx41Dx9jvw35ZQZ1664hHkDsU-EEo2_1hkRmt4wGf0XsbOkx2br_t_9JUr62e_Z1GKgZDYOA_Ht4dF3tay4UDXeAZ7plJkzLhf133fV3tIt_Jmfc3O1gQf0mnS0zOMuu1-ivuibS1NQEnVpsVo-0pA-qBwDspsnks_drWq3CM9', 'width': 3120}]",ChIJtWu6nUhHsz4REwySKwhqE0E,4.4,ChIJtWu6nUhHsz4REwySKwhqE0E,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,"22, Lawyers' Colony Karachi Bar Chs Sector 24 A Gulzar E Hijri Scheme 33, Karachi","{'compound_code': 'X45V+3R Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9X45V+3R'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9385816, 'lng': 67.1511276}, 'viewport': {'northeast': {'lat': 24.9399364302915, 'lng': 67.15250398029151}, 'southwest': {'lat': 24.9372384697085, 'lng': 67.1498060197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Cafe Piyala Hotel,,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109517424923935289683"">Babar Ali and Co Advocates</a>'], 'photo_reference': 'AUGGfZlQB-5FLwxsogty0ajFHg6xZ0LpaP0ysDjJpW6CRrGlUl4_Dzaow5DvB41n6XrSDLyznpeVuDTWDGuqessgSXITUUoNtqUA20m5jr-osFscZCFK62te63V_eI-S81V3FcrrVhpJ3vdV9tey32O0UVuPOtpByTyShCxWqNquJ0rJlrTY', 'width': 1920}]",ChIJk1UoByQ5sz4RuPZaT9LhYCE,5.0,ChIJk1UoByQ5sz4RuPZaT9LhYCE,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,"Office #04, Tariq heights, Rizwan Co-operative Housing Society, main Main University Road, Lawyers' Colony Rizwan Chs Gulzar E Hijri Scheme 33, Karachi","{'compound_code': 'W5Q2+CF Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9W5Q2+CF'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.955331, 'lng': 67.1432346}, 'viewport': {'northeast': {'lat': 24.9566570302915, 'lng': 67.1446114802915}, 'southwest': {'lat': 24.9539590697085, 'lng': 67.1419135197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Ali Fries Point,{'open_now': True},"[{'height': 2952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108946958146909563026"">Ali Rehman</a>'], 'photo_reference': 'AUGGfZn_mKXi0AXtufGBCVGHcddJ6mPz-2RX7WwTVaDHmtDN8VlfbXEj0lrZZIAy9fWTGaozLfgWJo95sF4LuiAn458ewOEQA0eLh5OT1rmC3kzbTXTpteP9vCNS1lgS-Ktc_3jruGD_mMpe4ZQsxQBHne5IbgARPxmffLguRri0I-vcou0U', 'width': 5248}]",ChIJhQuyPlM5sz4RHieSshhCG1o,4.5,ChIJhQuyPlM5sz4RHieSshhCG1o,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"near memon hospit, Main street Chapal Sun City Main Road, Society Sector 29 Gulzar E Hijri Scheme 33, Karachi","{'compound_code': 'X44V+47 Gulzar E Hijri Scheme 33, Karachi, Pakistan', 'global_code': '7JP9X44V+47'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9384694, 'lng': 67.1504709}, 'viewport': {'northeast': {'lat': 24.9397666302915, 'lng': 67.15183113029151}, 'southwest': {'lat': 24.93706866970849, 'lng': 67.14913316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tea Stall,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113416171996714579951"">Muhammad Hashir Fazal</a>'], 'photo_reference': 'AUGGfZkDGqdmZi-DS4BOnfT2qFD7KalfJBN6lfltUuYDG5uArsM-TcwfcwNUErZ_kBVSBBl1ZYISf_tr9Y1ZEm8cqDyUKusuSxjYWBxKgGVrJ8Kooz2MOkcvRWtb-g_KNoVfVd3xD4BUtNAJToJY2s6e6Cy9xlvDmAuOeXofad4RJM8Ujsvi', 'width': 2268}]",ChIJgV-2Gb85sz4RHQYcKp1o5H8,,ChIJgV-2Gb85sz4RHQYcKp1o5H8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"W5Q2+95Q, Unnamed Road, Gulzar-e-Hijri Rizwan Chs Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9372911, 'lng': 67.14958349999999}, 'viewport': {'northeast': {'lat': 24.9386694302915, 'lng': 67.15092838029152}, 'southwest': {'lat': 24.93597146970849, 'lng': 67.14823041970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shaikh's cafe,{'open_now': True},"[{'height': 4480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103397611340161933136"">Syeda Safia Tariq</a>'], 'photo_reference': 'AUGGfZkwW7wjiszoQUZnB2Y2UU83IwV9UsDXCSmmuCyqQuozq_0GypeD-u6Mdrpkzk_Xk-XwApXFPLoDvASGX0i3CPUfwIhIu5ZXJqzt2mjiTbqEtvmUeqc7gGOPllaWQbpirHPdqpxTYgDPsOz14OeP8MBceR9vAkZJY3MgA9e-t3nPptIh', 'width': 2016}]",ChIJlw5mG8I5sz4RzRCEqw3eXR8,5.0,ChIJlw5mG8I5sz4RzRCEqw3eXR8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,"Plot number c3, Karachi","{'compound_code': 'W4PX+WR Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W4PX+WR'}",,,8642e4477ffffff
CLOSED_TEMPORARILY,"{'location': {'lat': 24.9374144, 'lng': 67.14793019999999}, 'viewport': {'northeast': {'lat': 24.9387993302915, 'lng': 67.14927233029148}, 'southwest': {'lat': 24.9361013697085, 'lng': 67.14657436970847}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta agha hotel,,,ChIJv17Zx185sz4RUen52GvJjsU,,ChIJv17Zx185sz4RUen52GvJjsU,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"block #07 basement, sun view towers, main Main University Road, Block 7 Gulistan-e-Johar, Karachi","{'compound_code': 'W4PX+X5 Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W4PX+X5'}",,True,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9646648, 'lng': 67.1721046}, 'viewport': {'northeast': {'lat': 24.9660177802915, 'lng': 67.17342218029151}, 'southwest': {'lat': 24.9633198197085, 'lng': 67.1707242197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,نیو کوئٹہ دلدار ہوٹل,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118165867359303835627"">Yahya Bakhtiar</a>'], 'photo_reference': 'AUGGfZms-MUAPyWXwWxWGqfaJRK2NED-Y_DlDmfiyX6RdS-5ZwxZ4tN1LXjbDDQX08z2JbWY3uzHd0KasEA3YqXE14gYK0oH2BWqiPKPu8CZ0ETze6tjeSn2ojxMU2Gqv84pXDhnljR73aq3QpHZUMZn15Izh90bPEX92CugEN3_QrLb7ULD', 'width': 1080}]",ChIJr5mLLnZHsz4RduYY4kdRz_M,,ChIJr5mLLnZHsz4RduYY4kdRz_M,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"C, 26, Block 4 Saadi Town, Karachi","{'compound_code': 'X57C+VR Saadi Town, Karachi, Pakistan', 'global_code': '7JP9X57C+VR'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.95367419999999, 'lng': 67.1382308}, 'viewport': {'northeast': {'lat': 24.9549437302915, 'lng': 67.1395003802915}, 'southwest': {'lat': 24.95224576970849, 'lng': 67.13680241970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Sukoon Tea Time,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114179215703506287410"">Rameez Ahmed</a>'], 'photo_reference': 'AUGGfZn_PlerPj8cMLdhzy1ebB3ouW_sxIsw74-5N002ZoyaC43x_Sfx81cz9k1vhFOhPz30HPecu6TvAOlCRTs3BjLkG_8H9G6TDGTPHQQc6dhXlbc25atnBlNMk4CSaN2eQrWX9C4arBFFB6ARzMciMwkORyweD4Fvtuxh9ppWqnG7jVas', 'width': 4032}]",ChIJ_wjcaGo5sz4R1el6ytIE8Bg,4.1,ChIJ_wjcaGo5sz4R1el6ytIE8Bg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",9.0,"X43Q+F79, Gulshan E Areesha (Sector 24 A) Sector 24 A Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9349345, 'lng': 67.14826099999999}, 'viewport': {'northeast': {'lat': 24.9363213302915, 'lng': 67.1496563802915}, 'southwest': {'lat': 24.9336233697085, 'lng': 67.1469584197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chaideal,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103184195697360643601"">H Venture</a>'], 'photo_reference': 'AUGGfZlMBHdM9VMEJUSp3Wy8jYk9UIf3nniSaehbROvrMQv1PhysylaVj9OOqIAm3mT9CPaOdlpbPFEphYx4QutVn1NjDVyUNWo19FLs66LJeTFfFCg7j6mzmKwNiyBTqpr2Ye_IBP3U5eNXyjuxzUU_4BbrtDO0GlHTfF-gBRSyqTuAv4hL', 'width': 5312}]",ChIJ83NJ7oU5sz4RGp9NLspb4S4,5.0,ChIJ83NJ7oU5sz4RGp9NLspb4S4,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.0,"Shop #14, Decent Arcade, Block 7 Gulistan-e-Johar, Karachi","{'compound_code': 'W4MX+X8 Gulistan-e-Johar, Karachi, Pakistan', 'global_code': '7JP9W4MX+X8'}",,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9536693, 'lng': 67.13788459999999}, 'viewport': {'northeast': {'lat': 24.9550182802915, 'lng': 67.13923358029149}, 'southwest': {'lat': 24.95232031970849, 'lng': 67.13653561970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Agha hotel,{'open_now': True},,ChIJo_7-C7E5sz4ROk8QHH0gmL0,,ChIJo_7-C7E5sz4ROk8QHH0gmL0,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"X43Q+F56, Kiran Hospital Road, Gulzar-e-Hijri Gulshan E Areesha (Sector 24 A) Sector 24 A Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9705122, 'lng': 67.1536993}, 'viewport': {'northeast': {'lat': 24.9719570802915, 'lng': 67.1549347302915}, 'southwest': {'lat': 24.9692591197085, 'lng': 67.1522367697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chae Ada Hotel,,,ChIJ5Sj7VrtHsz4RUo54I5vR9F0,,ChIJ5Sj7VrtHsz4RUo54I5vR9F0,GOOGLE,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,"X5C3+6F4, Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.96663449999999, 'lng': 67.1730307}, 'viewport': {'northeast': {'lat': 24.9680455802915, 'lng': 67.1743887302915}, 'southwest': {'lat': 24.9653476197085, 'lng': 67.17169076970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Cefe Zam Zam Piyala,,,ChIJ59niWgBHsz4R93y5IEOAYLc,,ChIJ59niWgBHsz4R93y5IEOAYLc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"X58F+M62, Saadi Town, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9371002, 'lng': 67.1431976}, 'viewport': {'northeast': {'lat': 24.9384414802915, 'lng': 67.14454838029151}, 'southwest': {'lat': 24.9357435197085, 'lng': 67.1418504197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Agha Asad Juice,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111990413497283913058"">Waseem Raheem Jamro</a>'], 'photo_reference': 'AUGGfZmM1JAmHjHDFbharYRRhekGVKp_9zz9hPWoXKt40-N_G9LBLBk29AHiPRpJlajVYb9e0t1tZ-KDd8d0TIIx6Kt34mu0QNYwa1aDWy_a74lXkJ8j9dv1N2CX_OJzJxUc07SvbB3Li6lYiqB823WTBvOG6J_dqGWNlcNHBchcrdQeo8k8', 'width': 3000}]",ChIJ2ZgGQ3A5sz4Rczcjj70jKA4,3.2,ChIJ2ZgGQ3A5sz4Rczcjj70jKA4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,"Shumail Complex Scheme 33, Jahangir Town Gulshan-e-Iqbal, Karachi","{'compound_code': 'W4PV+R7 Gulshan-e-Iqbal, Karachi, Pakistan', 'global_code': '7JP9W4PV+R7'}",,,8642e4477ffffff
CLOSED_TEMPORARILY,"{'location': {'lat': 24.9421138, 'lng': 67.1388243}, 'viewport': {'northeast': {'lat': 24.94349388029151, 'lng': 67.1402049302915}, 'southwest': {'lat': 24.9407959197085, 'lng': 67.1375069697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,DCOP,,,ChIJJQcJpMk5sz4Rz8uihA3B4GM,4.0,ChIJJQcJpMk5sz4Rz8uihA3B4GM,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"W4RQ+XJ9, Gulzar-e-Hijri Gulzar E Hijri Scheme 33, Karachi",,,True,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9611575, 'lng': 67.13874729999999}, 'viewport': {'northeast': {'lat': 24.9625163802915, 'lng': 67.1400838802915}, 'southwest': {'lat': 24.95981841970849, 'lng': 67.13738591970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Pathan chae wala,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104014027394955248349"">Ahmed Nawaz</a>'], 'photo_reference': 'AUGGfZmUY24h79TGEX_aIRVODYkCHq8cNHjJTJZIAFfRCX0nYNjRtRdf7i9ZXs9r5HbgEavVAxuewZHcY7bexlQjIIeVHKF6ttuKid90p5n71STo1JvrJjlJCUIDTDqmB5RGwYFHYdDaYA6IKFnpWvk7y40YOCrQYN9KRSTw7FBVkCNPwKfp', 'width': 4000}]",ChIJq8N-sEpHsz4RJ0tPj5GQWUA,2.8,ChIJq8N-sEpHsz4RJ0tPj5GQWUA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,"X46Q+FF9, Unnamed Road, Gulzar-e-Hijri Shahnawaz Village Sector 24 A Gulzar E Hijri Scheme 33, Karachi",,,,8642e4477ffffff
OPERATIONAL,"{'location': {'lat': 24.9369782, 'lng': 67.14236939999999}, 'viewport': {'northeast': {'lat': 24.9382901302915, 'lng': 67.1437270302915}, 'southwest': {'lat': 24.9355921697085, 'lng': 67.1410290697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai kings,{'open_now': True},"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110436913268631627442"">Salafi Da&#39;wah</a>'], 'photo_reference': 'AUGGfZmPe2mCv45lbyt2CRNfpNTnNHRiI6tT5QgImnwgHHrDlGiaHRyVabe3c65UtRf2iPdxbp32VrKPA3AzVcK9Raw9VjQTL9e3dMMS3p889eU6pUpC7gg2CXc6Rn-5vYod-LChPw5nTpzMj4rmhmvSj-qOykb6vK3GX8CxhTduhKySc5Za', 'width': 3072}]",ChIJAzO4Qss5sz4R5QFW173ztxU,4.9,ChIJAzO4Qss5sz4R5QFW173ztxU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,"Shop 96 Shumail complex phase-2 main, Gulzar-e-Hijri scheme 33 Karachi, Karachi","{'compound_code': 'W4PR+QW Gulzar-e-Hijri Gulshan-e-Iqbal, Karachi, Pakistan', 'global_code': '7JP9W4PR+QW'}",,,8642e4477ffffff
