business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,reference,scope,types,vicinity,rating,user_ratings_total,price_level,permanently_closed,hex_id
OPERATIONAL,"{'location': {'lat': 24.8942817, 'lng': 67.1952848}, 'viewport': {'northeast': {'lat': 24.8956041802915, 'lng': 67.1966723302915}, 'southwest': {'lat': 24.8929062197085, 'lng': 67.1939743697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Masha ALLAH Cafe,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112075723155970859959"">Syed Fakhar</a>'], 'photo_reference': 'AUGGfZmkvcAj3vxJgW1wAI6yjsfBedqkUIADYvHFvSHq-Ef8uyiYbmwrqxZ9CVeGp4pd0CyvK0COrLGouP_7jg2gmp7kfYS2yu-q0AYnolB6R0nSKERpw4qh0u_jQMxygO_JP1MkA8gFkExVWC0PoXJaF8AyzhkRhuqWCmPYUR35b4-KdtyT', 'width': 4128}]",ChIJv_1Sp143sz4RWdji5S9mB5E,"{'compound_code': 'V5VW+P4 Saudabad, Karachi, Pakistan', 'global_code': '7JP9V5VW+P4'}",ChIJv_1Sp143sz4RWdji5S9mB5E,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","107, 11 Liaqat Market Road, G Saudabad, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8928973, 'lng': 67.2028725}, 'viewport': {'northeast': {'lat': 24.8942511802915, 'lng': 67.2042188802915}, 'southwest': {'lat': 24.89155321970849, 'lng': 67.2015209197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Coffee shop,{'open_now': True},,ChIJNx6Ncl43sz4R6XWLrka6IG4,,ChIJNx6Ncl43sz4R6XWLrka6IG4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","V6V3+545, F-South Malir Cantonment, Karachi",5.0,1.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8948485, 'lng': 67.1923831}, 'viewport': {'northeast': {'lat': 24.89615858029151, 'lng': 67.1936984302915}, 'southwest': {'lat': 24.8934606197085, 'lng': 67.1910004697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe darbar,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112501493510468946571"">Umair A. Chohan</a>'], 'photo_reference': 'AUGGfZkncuCVDk2htnvhN5GhxMuF7f40T-NNthQvJhVufZubnvXP5gPkjFk_z4zKisEBRYg4LmDDIe0mUxRgnF5Ad5u-R2CL7P4RV78ldY_WxlS1U-BfmlXzBuzRf2gOlrPUVXgWWBJMQezRDL8IH0RTE-VlqmsN_LmvTvGsjKQuMrLa7QCp', 'width': 1080}]",ChIJldaUbC83sz4RWSE4qTXIfOI,,ChIJldaUbC83sz4RWSE4qTXIfOI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","V5VR+WXJ, Unnamed Road, Saudabad Saudabad, Karachi",4.6,5.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8952082, 'lng': 67.212069}, 'viewport': {'northeast': {'lat': 24.8965120802915, 'lng': 67.21346743029152}, 'southwest': {'lat': 24.8938141197085, 'lng': 67.21076946970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe chamman chamman,{'open_now': True},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115350503659742818123"">Umair ilyas</a>'], 'photo_reference': 'AUGGfZlgvRCnXWuz0-fppDEzNB7jyJEcZZG1exdVa20ce9Lf_F7RKJbk8uIcOh-sAoZVzgtJoNTTaXtzHhs5yIG2prDAIAWY2SqejiU5vwPxn1ck557estPsx_ZtZ2dIqewk9ICR_QHy73jhYymR2Ugm1ALiFV_7lGnN9wWVHvq2iBgTYALi', 'width': 3968}]",ChIJDy66i2s3sz4RFXHwovFXlB8,"{'compound_code': 'V6W6+3R Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9V6W6+3R'}",ChIJDy66i2s3sz4RFXHwovFXlB8,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","7 Star Bus Stop, Gharibabad Malir Cantonment, Karachi",4.0,3.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9031067, 'lng': 67.1846329}, 'viewport': {'northeast': {'lat': 24.9044509802915, 'lng': 67.18598113029151}, 'southwest': {'lat': 24.9017530197085, 'lng': 67.18328316970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Coffee Palace,{'open_now': False},"[{'height': 5000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108125686675881983633"">Ashir Amjad</a>'], 'photo_reference': 'AUGGfZlDQ7ALY6akuIhwbWGkpLyIbTfzLbkWLbtGDn0bD4X33lD91v0PH1HPGnTIwMEk7YpIwxeMLZLowUddDMnRaw8Cxoie9Wnod7tCrbEu_wQmfsbIbqVS7qK7-qoWnXZB_JseIxHNUCN0UtnDT40oqjWTKOsYyvu0s8caL6RcysGtw0Ke', 'width': 5000}]",ChIJaRn9G105sz4RCHg2Kmh2Dmc,,ChIJaRn9G105sz4RCHg2Kmh2Dmc,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","W53M+6VR, Liaquat Ali Khan Road, Model Colony Tina Square, Karachi",4.2,25.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.89220809999999, 'lng': 67.1995259}, 'viewport': {'northeast': {'lat': 24.8935678302915, 'lng': 67.2008569302915}, 'southwest': {'lat': 24.8908698697085, 'lng': 67.19815896970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Mad 4 Fitness,{'open_now': False},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117920160833459882019"">Mad 4 Fitness</a>'], 'photo_reference': 'AUGGfZkb0giDIWHL7xPBAifYXB1uMAoWNIcW4NlUatCs9j_OQAdWV5bgW3VN3HH1p2TH4DJjTnokDpayeoFiX_WQ9UuCCvYCsP-0jlJ8lStlTVkK21o1V0GsZlNLbxAnzTf0u3u0xnjiiUz3C7Oh4IQ9VBb4eHY_M2Xiv3IL6G6dABE82RVx', 'width': 3468}]",ChIJtYiJPFA3sz4RLil3Y-nzVnI,"{'compound_code': 'V5RX+VR F-South Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9V5RX+VR'}",ChIJtYiJPFA3sz4RLil3Y-nzVnI,GOOGLE,"['cafe', 'gym', 'food', 'point_of_interest', 'clothing_store', 'store', 'health', 'establishment']","Plot 72, 1 Jinnah Square Road, F-South Malir Colony, Karachi",5.0,6.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.901273, 'lng': 67.1848208}, 'viewport': {'northeast': {'lat': 24.9026746302915, 'lng': 67.1861856302915}, 'southwest': {'lat': 24.8999766697085, 'lng': 67.1834876697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Bismillah Hotel,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114963479373520043495"">Ayan Jan</a>'], 'photo_reference': 'AUGGfZnVKGEQY_SvaONos7v6Uln1hViqbcSaepScHp7Ob5KjwZBLMPTm-H3uwpP0ffFVZ95QbLauiwNzJPxLIpYiflVQMBfOKLquPrNlQAj61IyuiAzxyemQKiir83nBNB0YnDDVki5cO_VEns2mKEM7cnesoNupC-LiA03S4VSA7uSeWtKU', 'width': 4608}]",ChIJFQJnvt45sz4RiqSfPTfr93Q,,ChIJFQJnvt45sz4RiqSfPTfr93Q,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W52M+GW4, Hashim Raza Road, Rahim Khan Goth, Karachi",4.3,44.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9029178, 'lng': 67.18396129999999}, 'viewport': {'northeast': {'lat': 24.9043524302915, 'lng': 67.1853254802915}, 'southwest': {'lat': 24.90165446970849, 'lng': 67.18262751970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Zahoor hottle,,,ChIJ-52n_6w5sz4RR5U-X72Li0o,"{'compound_code': 'W53M+5H Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9W53M+5H'}",ChIJ-52n_6w5sz4RR5U-X72Li0o,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","4 54 Liaquat Ali Khan Road, Model Colony Sheet 26 Malir Cantonment, Karachi",,,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.926618, 'lng': 67.203981}, 'viewport': {'northeast': {'lat': 24.9279591302915, 'lng': 67.2053927302915}, 'southwest': {'lat': 24.9252611697085, 'lng': 67.20269476970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Rooster Grill,{'open_now': False},,ChIJw0-A9Jw3sz4RlF-QolY2lHs,,ChIJw0-A9Jw3sz4RlF-QolY2lHs,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","W6G3+JHX, Cantt Bazaar Malir Malir Cantonment, Karachi",4.5,10.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9249321, 'lng': 67.1926409}, 'viewport': {'northeast': {'lat': 24.9262387302915, 'lng': 67.19400018029151}, 'southwest': {'lat': 24.9235407697085, 'lng': 67.19130221970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cafe' Atlanta,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101149850301694896663"">Cafe&#39; Atlanta</a>'], 'photo_reference': 'AUGGfZkHyYx9GHXAOa4T12AttI-jYod1lVHW5rX4Ur30MTvAhbc6uBnDnp5sON7LcIc-7t5dRG3U2hNqMPK_VvXzv0l77w8zTVzg12VqTf5aFpYaHPxCN7ySXSwp_RUW39N0vdKSFCITQ1O08SQSHmjc4HaV3DOKRNX9J_0Vn76mpBWMFSp-', 'width': 1600}]",ChIJ_____883sz4R64YdG0GQDEo,"{'compound_code': 'W5FV+X3 Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9W5FV+X3'}",ChIJ_____883sz4R64YdG0GQDEo,GOOGLE,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","Garrison Officers Mess, Malir Cantonment, Karachi",5.0,1.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8912579, 'lng': 67.1971543}, 'viewport': {'northeast': {'lat': 24.8926140802915, 'lng': 67.1984917802915}, 'southwest': {'lat': 24.8899161197085, 'lng': 67.1957938197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Gola Da Limca,,"[{'height': 1352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113223188247990941883"">Gola Da Limca</a>'], 'photo_reference': 'AUGGfZm0yRQK6ihPT2KEc6929OfHFg98JzRIWwOGrXGwLCy50L-RaAhPf83n9umJlgtsaiQWtENEbaRx9frtSSbhXd0_7EH5OGZOP3vh-Rwhqxu6VgCrOFMzBoYcJm2G9uUZDv-M_fekTpD0eh1-a5ON67ZGduEUkoMilqf-XhYno5MdqyhN', 'width': 1079}]",ChIJmdLaspw3sz4R-SzrZ498S5Q,"{'compound_code': 'V5RW+GV Malir Cantonment, Karachi, Pakistan', 'global_code': '7JP9V5RW+GV'}",ChIJmdLaspw3sz4R-SzrZ498S5Q,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","Shop No 3, G Area, Tanga Stand, near Jinnah Square Road, G Area Malir Colony Malir Cantonment, Karachi",4.4,309.0,1.0,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.90588159999999, 'lng': 67.2221847}, 'viewport': {'northeast': {'lat': 24.9072338802915, 'lng': 67.22354148029152}, 'southwest': {'lat': 24.9045359197085, 'lng': 67.22084351970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Jumma Khan Hotal جمعہ خان ہوئل,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116816409536581214355"">IFTIKHAR (Classic Embroidery)</a>'], 'photo_reference': 'AUGGfZmAf7QtinEpmPPr95w_q9cPQYQeYZPCf5kXl5g0ayCU_JHv88MlQXVxOJoU3bc8eaFLiBXHihyx9Z3w6SAyvcRhA_n6cm_rtzFsjwP_0-KetLX76dOEJxKxokWu7a-m7HHTGsKJF4o4h0u7HdRydKPKK3ZYMc0T9-l2FRu3_m3ait4-', 'width': 4000}]",ChIJFQWwf4g3sz4Ral-ALtSd_vQ,"{'compound_code': 'W64C+9V Mominabad Town, Karachi, Pakistan', 'global_code': '7JP9W64C+9V'}",ChIJFQWwf4g3sz4Ral-ALtSd_vQ,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",Sharafi Goth,4.2,13.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9063721, 'lng': 67.2225164}, 'viewport': {'northeast': {'lat': 24.9077498302915, 'lng': 67.22392488029152}, 'southwest': {'lat': 24.90505186970849, 'lng': 67.22122691970851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Hotal,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116816409536581214355"">IFTIKHAR (Classic Embroidery)</a>'], 'photo_reference': 'AUGGfZljtoeQ6Xb85fggXJP9iXzS9KKvo2YJzhS_bBfVa4rIh4jZaLLNDq5Z3GFc64kwDPcGozLrlqhqd_L3UZiDxGoFm1tbtPeukxlBIaWZshQLO838603bGxexnXpUuTVasCoaHTgyLBhq_S7HlViIWUC81KYINjuIey1xEswnMYfGvXSS', 'width': 4000}]",ChIJrU7YcnM3sz4RjwPOIwwNU04,,ChIJrU7YcnM3sz4RjwPOIwwNU04,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","W64F+G2R, Khokhrapar 5 Khokhrapar, Karachi",2.3,3.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.927663, 'lng': 67.2050897}, 'viewport': {'northeast': {'lat': 24.9289727802915, 'lng': 67.2064361802915}, 'southwest': {'lat': 24.9262748197085, 'lng': 67.2037382197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shaye Tea,{'open_now': True},"[{'height': 342, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115032209470808780063"">shariq shafiq</a>'], 'photo_reference': 'AUGGfZnW2pWi_I-Ru-RU1UcXM41O7usMiHpG6ZH3uiJhBWyLiToXIxvATDKt3j13jeo1MQcGvHVjSJs9RinFqqV2z_eKW-wZO6292q5PPwPNDNibXNioC-JoshBeOqRzGMmTJ2YNmWLCJKTEyzLiifElR91jH9fMChVH3oyev1gwZ7f7moii', 'width': 511}]",ChIJURIvqsY3sz4RKjy15CTgZRI,,ChIJURIvqsY3sz4RKjy15CTgZRI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","Karachi City, Imtiaz Super Market, Cantt Bazar, Sindh, Sindh،, Cantt Bazar Cantt Bazaar Malir Malir Cantonment, Karachi",3.5,10.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8898635, 'lng': 67.19576789999999}, 'viewport': {'northeast': {'lat': 24.8912101802915, 'lng': 67.19712058029151}, 'southwest': {'lat': 24.8885122197085, 'lng': 67.19442261970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Naik Dil Dairy Milk shop,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103022300382007196270"">Afzal Warsi</a>'], 'photo_reference': 'AUGGfZlGuacQ4ZrYNOfe1c-QkZAn_kWR7OvNs4LolLuuTHAWBL6gpH-1cp4L7gTh8UoAYIHRcIJO7t-3vOI7g76V-h2B3kGGubW3vCB5-CaL7LK7sfK24oswdCdzv1c0E1IYsgTyI-jJhxa087nvV2xCUI8vAyfYB8n3aahDZXWxcxXZ320N', 'width': 4160}]",ChIJZd4YhTo3sz4RakFZB_n4BsM,"{'compound_code': 'V5QW+W8 Kala Board, Karachi, Pakistan', 'global_code': '7JP9V5QW+W8'}",ChIJZd4YhTo3sz4RakFZB_n4BsM,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']","House No. G, 59/9 Jinnah Square Road, Kar G Area Malir Colony Kala Board, Karachi",5.0,2.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.9225379, 'lng': 67.1847536}, 'viewport': {'northeast': {'lat': 24.92388743029149, 'lng': 67.1861121302915}, 'southwest': {'lat': 24.92118946970849, 'lng': 67.18341416970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Fibbi House of Tea,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111571820733104963131"">ayan typist</a>'], 'photo_reference': 'AUGGfZni3zyjpwTE1ZK1y0kauIpWDLgWkuS9oa2Mpx8h7OdXBVP2ZciZxD02dP4I8EVqDbYW_-_1yv6_Cs-OUfb5Na1GHWu5Kbg7GAIoVxUslNunF57v1x1xqM5M7WVOhuF4NwXQWDlXs2gbm4fJpR5i_nGB1bhQb7UEPG3E9rB6_v139AI1', 'width': 3264}]",ChIJ-VLwQlY5sz4RlVFCgeqlo2A,,ChIJ-VLwQlY5sz4RlVFCgeqlo2A,GOOGLE,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","W5CM+XWR, Malir Cantonment, Karachi",5.0,1.0,,,8642e4457ffffff
OPERATIONAL,"{'location': {'lat': 24.8980013, 'lng': 67.1821606}, 'viewport': {'northeast': {'lat': 24.8993497302915, 'lng': 67.1835090802915}, 'southwest': {'lat': 24.89665176970849, 'lng': 67.1808111197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tea Hotel,,,ChIJQZ9JZEM5sz4RQYOmFGI8MU8,,ChIJQZ9JZEM5sz4RQYOmFGI8MU8,GOOGLE,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","V5XJ+6RH, Moinabad Jahangirabad, Karachi",,,,,8642e4457ffffff
