business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,permanently_closed,price_level,hex_id
OPERATIONAL,"{'location': {'lat': 24.9707108, 'lng': 67.0469987}, 'viewport': {'northeast': {'lat': 24.9720156802915, 'lng': 67.0483504802915}, 'southwest': {'lat': 24.9693177197085, 'lng': 67.0456525197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Hill View,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117642171916522842570"">Muhammad Naveed</a>'], 'photo_reference': 'AUGGfZktCXRHgNEIrY-geGUjc5od6BQ3CONzDywmK-zYdH5lZjfZ-oL0PrFWY5QIKs2drd53xXA718YnzC5e-wBvBd5QqcYRIUYg60X7XaX9C3UjBMW1gPtUHZ41hxovyFsZgKJkog8AWsf9YMAQuxieNg3-oyg8aU0YU-UmuuZfEY3Ug00m', 'width': 4032}]",ChIJ5UWmwOxBsz4RRRkiqXMd5L0,4.6,ChIJ5UWmwOxBsz4RRRkiqXMd5L0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",38.0,"X2CW+63H, near iqra university, N 276, Sector 7 C north campu, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9706593, 'lng': 67.0466647}, 'viewport': {'northeast': {'lat': 24.9719854802915, 'lng': 67.04801543029151}, 'southwest': {'lat': 24.9692875197085, 'lng': 67.0453174697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta chai dhaba,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114080435789112557197"">Ahmed Khattak</a>'], 'photo_reference': 'AUGGfZkURXO5_FmCl6Ry5uWJC1nKlKxOeFRFkrqSYYCgWYqY_EP82Y1kpvpvXRr6KtWTu704qz3PeVR1Q_wU6j3Dhhk4QDQiHh-VMxbmkQ13CvGFbKO_BmlxnEzLGDke5QqyDOpKLBs1ltu8NycxbIIM6BrW-HYJKYblu1S0kJtZ5iDqWU4K', 'width': 1200}]",ChIJ3VAnCQBBsz4R61ctPZYlgGo,5.0,ChIJ3VAnCQBBsz4R61ctPZYlgGo,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",1.0,"3 Street 1, Sector 7C Sector 7 C North Karachi Township, Karachi","{'compound_code': 'X2CW+7M North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X2CW+7M'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9741653, 'lng': 67.0627681}, 'viewport': {'northeast': {'lat': 24.9755158302915, 'lng': 67.06414273029151}, 'southwest': {'lat': 24.9728178697085, 'lng': 67.06144476970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Abdullah Cafe,,,ChIJJ9WDlmRBsz4RSd-QCKpHH9A,4.0,ChIJJ9WDlmRBsz4RSd-QCKpHH9A,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2.0,"Plot C, 65, Sector 11-B Sector 11 B North Karachi Township, Karachi","{'compound_code': 'X3F7+M4 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3F7+M4'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9758074, 'lng': 67.0647968}, 'viewport': {'northeast': {'lat': 24.9771584302915, 'lng': 67.06618333029151}, 'southwest': {'lat': 24.9744604697085, 'lng': 67.06348536970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Tayyaba Pyala Hotel,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112647131508660183990"">Yasir Abrar</a>'], 'photo_reference': 'AUGGfZnK5a-tCYWEJ8ug6_Bsw8tLHLbe76k-ZjU5lTiBk8fjDYF7s4-FE8LEANOd32ux8q411w6Gnmx5wDEiuX0r9bN5UkjdtRXbCcrM3wQIOtSlBbiObUbqPX5lwvaUwZ2oEe2Dy60cRGsU4VcIOCMDVaNRKESdW_WzWoIv2bEL7F64ogIY', 'width': 4080}]",ChIJP0iD3HdBsz4R2Mr0fgs-4gA,4.3,ChIJP0iD3HdBsz4R2Mr0fgs-4gA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",10.0,"Plot B 298, Sector 11-B Sector 11 B North Karachi Township, Karachi","{'compound_code': 'X3G7+8W North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3G7+8W'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9789058, 'lng': 67.0667206}, 'viewport': {'northeast': {'lat': 24.9803135302915, 'lng': 67.0680659302915}, 'southwest': {'lat': 24.9776155697085, 'lng': 67.06536796970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Syed Lucky Star Hotel,{'open_now': False},"[{'height': 1296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107440367349841780034"">Ali Hasan</a>'], 'photo_reference': 'AUGGfZmyDCWm9bXCLaDPa5Sox3kl06XewWFY4WRb-3E-trmjtV4a-MSZTIR3dQGzxbQvv9qO3uB-osAAvSSPPD3_W8gQHbUGBBVD8uXwL28NMKS9DhMIXSh3STz0bxbC1RH31Kh7nwDApf65ZYz1txvP4uQd1Q7vyt9muVPRx9xTGooJ0Hu2', 'width': 1936}]",ChIJ____huhAsz4Rk4xzLtrCSZU,4.1,ChIJ____huhAsz4Rk4xzLtrCSZU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",137.0,"Saleem Center, Sector 11 I North Karachi Township, Karachi","{'compound_code': 'X3H8+HM North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3H8+HM'}",,1.0,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9855499, 'lng': 67.0677686}, 'viewport': {'northeast': {'lat': 24.98689818029151, 'lng': 67.0691108802915}, 'southwest': {'lat': 24.9842002197085, 'lng': 67.0664129197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Chai bar cafe,{'open_now': True},,ChIJZR8lI6JBsz4RBD9Ke4z7wVI,3.8,ChIJZR8lI6JBsz4RBD9Ke4z7wVI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,"Plot R 1, Karachi","{'compound_code': 'X3P9+64 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3P9+64'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.970533, 'lng': 67.04525579999999}, 'viewport': {'northeast': {'lat': 24.9718819802915, 'lng': 67.04660478029149}, 'southwest': {'lat': 24.9691840197085, 'lng': 67.04390681970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,The Hill Station Cafe,{'open_now': True},"[{'height': 1093, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103277216006326905107"">The Hill Station Cafe</a>'], 'photo_reference': 'AUGGfZnZyh_RhEMBPldQklaaes8BUL80_aMbu-uw9Epg6TGAQ3-ElDZoHKA_bjUeW81qPeUPAYvWoi3uFycJPWU1tObQo1xbRy31kqYlPlf2PKxxCihxHogGJ1G1uCjE8k44yAHnyuqhmaN8UmyQAIV6covfKjR-oCNrSLwkONSSS-u8Habq', 'width': 1080}]",ChIJs_OW3ABBsz4RhFhdpnartr4,4.6,ChIJs_OW3ABBsz4RhFhdpnartr4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",42.0,"2 7C, Karachi","{'compound_code': 'X2CW+64 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X2CW+64'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9959613, 'lng': 67.0618518}, 'viewport': {'northeast': {'lat': 24.9973523802915, 'lng': 67.0631980802915}, 'southwest': {'lat': 24.9946544197085, 'lng': 67.0605001197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shandar Pakistan Hotel,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116781361063672902563"">Taimur Khalid</a>'], 'photo_reference': 'AUGGfZlEUuGEVHYzWLuS9YjpB591-hy1Uc20DipleuMJRoJpGS0rtu1p_INEGt-_qIZtRG7p9bO2xlIK5X_hPryG4_VOzx95RpU-0PKkzMHk_2zOomhJjCUApCwyGZhWeeouubXgnt82PLxHTbuFbCr6t3t5JONUeZqqjZ4mn0gm4KQ59Ow6', 'width': 3120}]",ChIJ72jPBAxBsz4RZXTbU3P84cs,4.0,ChIJ72jPBAxBsz4RZXTbU3P84cs,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",10.0,"X3W6+9PQ, Sector 5 B 3 New Karachi Town, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9930024, 'lng': 67.06509559999999}, 'viewport': {'northeast': {'lat': 24.9943808802915, 'lng': 67.06644348029151}, 'southwest': {'lat': 24.9916829197085, 'lng': 67.0637455197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,24 ghnta hotel,,,ChIJe8fwVABBsz4R8jRHtbrVgm0,,ChIJe8fwVABBsz4R8jRHtbrVgm0,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"X3V8+625, New Karachi Town, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9930024, 'lng': 67.06509559999999}, 'viewport': {'northeast': {'lat': 24.9943808802915, 'lng': 67.06644348029151}, 'southwest': {'lat': 24.9916829197085, 'lng': 67.0637455197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Quetta Al Madina hotel,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106960020459802307735"">Abdul Qahir Kakar</a>'], 'photo_reference': 'AUGGfZlX8lFc7q05cJPf6brkDuzzcA7daHswG2oJht_OBasLMuSzQOoAwMMVrogZ6Y3aYRY7P84G94JMaLelKlR5SqRk21eMACEJ7I8Oz7WuJQFIy3rJApP4pQQija24hy-UCMydl21tQyisfAFfjb4pbgm9o3-VkS10QCAwNSiY8tUUzB2H', 'width': 3120}]",ChIJdUhcC6NBsz4RWZixvrjUb-U,4.2,ChIJdUhcC6NBsz4RWZixvrjUb-U,GOOGLE,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",5.0,"11-G New, Karachi","{'compound_code': 'X3V8+62 New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3V8+62'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.976849, 'lng': 67.0370337}, 'viewport': {'northeast': {'lat': 24.9782684302915, 'lng': 67.03842978029151}, 'southwest': {'lat': 24.97557046970849, 'lng': 67.0357318197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tea point,,,ChIJr7AbC-hBsz4RFFUA3BQZ8jA,,ChIJr7AbC-hBsz4RFFUA3BQZ8jA,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"X2GP+PVM, Naya Nazimabad Gadap Town, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.99939609999999, 'lng': 67.0534271}, 'viewport': {'northeast': {'lat': 25.0007583302915, 'lng': 67.05477528029151}, 'southwest': {'lat': 24.9980603697085, 'lng': 67.0520773197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,کوئٹہ شاہ جی ہوٹل,{'open_now': True},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108047560162807652884"">Naveed Ahmed</a>'], 'photo_reference': 'AUGGfZm8EN3iLE0IarxgMcW_v_bfTtoAzlizyPoxXMXEFLqNo2BJNrT-AZe5lNsJSPhDARo_Tpb9O8mMpGHHP4dFLHxZBK9vnLNjUdTNmyzJYNVtFJSW7H6ES1KRzAivzbpQUiYcKLDsoHu1dGfQcUo1KiJANgunBNGFIFmp1qVAUoF6IWN-', 'width': 3456}]",ChIJkcr04v9Bsz4R7bkOzQgc5oA,4.3,ChIJkcr04v9Bsz4R7bkOzQgc5oA,GOOGLE,"['cafe', 'lodging', 'food', 'point_of_interest', 'store', 'establishment']",4.0,"Al hameed school, Sector 2 New Karachi Town, Karachi","{'compound_code': 'X3X3+Q9 New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3X3+Q9'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9995677, 'lng': 67.05413709999999}, 'viewport': {'northeast': {'lat': 25.0009185802915, 'lng': 67.0555269802915}, 'southwest': {'lat': 24.99822061970849, 'lng': 67.0528290197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Bismillah Hotel,{'open_now': True},,ChIJ_2p3s69Bsz4RDn1BohY5q-s,5.0,ChIJ_2p3s69Bsz4RDn1BohY5q-s,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,"92 Al-Amna Avenue, Sector 2 North Karachi Township, Karachi","{'compound_code': 'X3X3+RM North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3X3+RM'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9928515, 'lng': 67.0658034}, 'viewport': {'northeast': {'lat': 24.9942393302915, 'lng': 67.0671496302915}, 'southwest': {'lat': 24.9915413697085, 'lng': 67.06445166970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Haji Agha Hotel,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101271784342292247782"">Muhammad Hummayou</a>'], 'photo_reference': 'AUGGfZkPxAdktTk0cfK0zjPHzRmuQoajTefE3j72qGi81I33wsDX77AT0JjGGT3JLMTJlEpI5wjCH30ndGBnK2AsbHKdaGeoYTQ7HOkdpH5VApJdmTB32ddueUfCyiz9yrwPH-QBHiSwlsp6GdxoIuNHwfaIO_vfQuEOfJSvZAAso4qD-eHO', 'width': 1080}]",ChIJiQKBNLlBsz4R0FF3ACuWcQU,,ChIJiQKBNLlBsz4R0FF3ACuWcQU,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"Saima Blessing, Sector 5-K Sector 5 L New Karachi Town, Karachi","{'compound_code': 'X3V8+48 New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3V8+48'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9928083, 'lng': 67.065916}, 'viewport': {'northeast': {'lat': 24.9942209302915, 'lng': 67.0672604302915}, 'southwest': {'lat': 24.9915229697085, 'lng': 67.06456246970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta SubhanAllah Hotel,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107507911053348741029"">Agha Mohsin</a>'], 'photo_reference': 'AUGGfZmQuBiH3N-5rNw3FDDtApK713fjlJ-JCJdStjq2NBqvCy9wbnekXSMjcSvZ6Q-1kW59T_Gc0cOeAMbaZYE33ucicWsi6HVoGamHXALe1Sbf1RdTRLlUdwIWYcrfncWmFpmuwQK8RDOxaKkJ3bhyQPfFdLbNNrb7oNZh2lCgA93cwzRX', 'width': 1080}]",ChIJUaxq9R5Bsz4RnOGY2rGrrEg,4.3,ChIJUaxq9R5Bsz4RnOGY2rGrrEg,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",160.0,"140/11 Service Road, Sector 5 L New Karachi Town, Karachi","{'compound_code': 'X3V8+49 New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3V8+49'}",,1.0,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9719494, 'lng': 67.0631944}, 'viewport': {'northeast': {'lat': 24.9733123302915, 'lng': 67.0645425302915}, 'southwest': {'lat': 24.9706143697085, 'lng': 67.06184456970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Golden Tea Hotel,,,ChIJvZg9M51Bsz4Rl6yL0P0Eo24,,ChIJvZg9M51Bsz4Rl6yL0P0Eo24,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",,"L-153 11-C-1 North, Sirsyed Town Sector 11 C 1 North Karachi Township, Karachi","{'compound_code': 'X3C7+Q7 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3C7+Q7'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.96852699999999, 'lng': 67.05678979999999}, 'viewport': {'northeast': {'lat': 24.9698755302915, 'lng': 67.05813888029151}, 'southwest': {'lat': 24.9671775697085, 'lng': 67.0554409197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Cafe Sam Frost,,,ChIJ82nisnBBsz4R6YnHpoSeeDk,4.4,ChIJ82nisnBBsz4R6YnHpoSeeDk,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",7.0,"Plot R, 361, Sector 11-C-3 Sector 11 C 3 North Karachi Township, Karachi","{'compound_code': 'X394+CP North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X394+CP'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9883153, 'lng': 67.0701246}, 'viewport': {'northeast': {'lat': 24.9896068802915, 'lng': 67.07147723029149}, 'southwest': {'lat': 24.98690891970849, 'lng': 67.06877926970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Tea Time Hotel,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104638519915799987411"">Asad Ahmed</a>'], 'photo_reference': 'AUGGfZnTyliv2ISq8UaGB32QvpGJYcdAhsMT8VWeunTSebUiadF7MZBkwE-XqaopB-3qI4fyoGZ2tWKEbdlpOvZbjHM-AlcYXvJ0w6P42x0I8WkRg-XWctrNaiaQK0xoiPtXSBmgjYQ3jkGMPdIyMTtbwQKiri268pjDuuOJD02LAo2i-JK7', 'width': 680}]",ChIJu9X5KrVBsz4R_FbKrXrsZao,3.7,ChIJu9X5KrVBsz4R_FbKrXrsZao,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",10.0,"X3QC+82H, Sector 5-L Sector 5 L North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9668274, 'lng': 67.052519}, 'viewport': {'northeast': {'lat': 24.96813078029151, 'lng': 67.0538741302915}, 'southwest': {'lat': 24.9654328197085, 'lng': 67.05117616970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,New Quetta Bismillah Hotel,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116378265504740635679"">Luqman Ali.Solangi</a>'], 'photo_reference': 'AUGGfZnK1a_aT0xK5X7CgjPWL0UBXLUd_Nf-7OWE16qNiUxYAK5HnHuSRSFVaTUD6_XKqAOifwxkJDTe-uzZjETBadCAkbbbxjT5ZKJe_eC_3sk3k8Xz2whG9H8vO22Hs4PZDhBwBfxpccweRkZ7lSkMuTrVAD5WohDNkZcsGOPYnANmfcTE', 'width': 3000}]",ChIJ04e2vVZBsz4RRJmNQcogzAw,4.2,ChIJ04e2vVZBsz4RRJmNQcogzAw,GOOGLE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",92.0,"X383+P2J, Sector 7 D North Karachi Township, Karachi",,,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9832244, 'lng': 67.07085529999999}, 'viewport': {'northeast': {'lat': 24.9845491302915, 'lng': 67.0722058302915}, 'southwest': {'lat': 24.9818511697085, 'lng': 67.06950786970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Shandar Pakistan Hotel,,"[{'height': 3672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101226728243382828521"">Hasan Sheikh</a>'], 'photo_reference': 'AUGGfZlAvZRqFggsq6nEW6L1R5X1PwhmnvXicAPo_25IyL_CnhdQl6WXX37Vf1sbKppJV7jjWSSerEnOmwXf37fJGmPZ_UKeBMJJRZqUHgbjBA3e7oz2fh4ku4odM0TZMZwHv-4LetADyqPfo_6TOFqy_fRxEJAuDgT5B9oZjrPKWoRH3WFq', 'width': 3120}]",ChIJXxXBsZ1Bsz4RHDHLo6sFHJI,4.0,ChIJXxXBsZ1Bsz4RHDHLo6sFHJI,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",23.0,"X3MC+78Q, Unnamed Road, Sector 11-D Sector 11 D North Karachi Township, Karachi",,,,8642e4557ffffff
CLOSED_TEMPORARILY,"{'location': {'lat': 24.9807233, 'lng': 67.0705529}, 'viewport': {'northeast': {'lat': 24.9820859302915, 'lng': 67.0719004802915}, 'southwest': {'lat': 24.97938796970849, 'lng': 67.06920251970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Master Juice Center,,,ChIJExYnB-lBsz4RVGHgxoKUM0I,,ChIJExYnB-lBsz4RVGHgxoKUM0I,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",,"House No. LS-08, Block- ST, 07, Sector 11 L North Karachi Township, Karachi","{'compound_code': 'X3JC+76 North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3JC+76'}",True,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9919568, 'lng': 67.0699537}, 'viewport': {'northeast': {'lat': 24.9933069802915, 'lng': 67.0713338802915}, 'southwest': {'lat': 24.9906090197085, 'lng': 67.06863591970848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,کوئٹہ سخی شیر جان ہوٹل,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110624416331077701970"">Moiz Khan</a>'], 'photo_reference': 'AUGGfZkDpPtJbFynRZFSWZEy248yKOCcHSEbhXOWcDtyRZkeA875uEeFE2Z9Z4JXeKmsaZB5gqQnd1PDfDlHckc46ytZvdBH03e4gk6LeWhzdcJ-h_wUN-AE83o33s9q2vATjI8KS1FENXO4lzcCa_YENCYdBxVpE8rOG3UCy-_OdcdZRAfY', 'width': 3000}]",ChIJEb4_s9RBsz4RUKX2tOYGxpY,4.2,ChIJEb4_s9RBsz4RUKX2tOYGxpY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",25.0,"R 205, Sector 5-L Sector 5 L New Karachi Town, Karachi","{'compound_code': 'X3R9+QX New Karachi Town, Karachi, Pakistan', 'global_code': '7JP9X3R9+QX'}",,,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9720851, 'lng': 67.0669772}, 'viewport': {'northeast': {'lat': 24.9734343302915, 'lng': 67.0683314802915}, 'southwest': {'lat': 24.97073636970849, 'lng': 67.0656335197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Quetta Gulshare Agha Hotel,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104145124050791070292"">tanveer mehmood</a>'], 'photo_reference': 'AUGGfZmQeZOE62Lsik93A5UyJ_cXii13ZC9JW-dtm7oE2ni4cgbIbMpJWNGS2UhC3fsizq3tQMH9xuJd_DcZ3jqQDS9OoY6VwzQkd0sSVv4UxL3XmNgzl93O8uhOUTpB0w03h3_-WTapzPp38EC-HlB-p-NTEdczE4pyv7l1vGcOTy_32t73', 'width': 4640}]",ChIJz6bTy-tAsz4RprM2F9-Lgl4,4.0,ChIJz6bTy-tAsz4RprM2F9-Lgl4,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",203.0,"Shahrah-e-Usman, Sector 11H, North Karachi, Karachi, Sindh","{'compound_code': 'X3C8+RQ North Karachi Township, Karachi, Pakistan', 'global_code': '7JP9X3C8+RQ'}",,1.0,8642e4557ffffff
OPERATIONAL,"{'location': {'lat': 24.9720395, 'lng': 67.0669846}, 'viewport': {'northeast': {'lat': 24.9733885302915, 'lng': 67.06833328029151}, 'southwest': {'lat': 24.9706905697085, 'lng': 67.06563531970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Bismillah Kachori Corner بسمہ اللہ کچوری کارنر,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104145124050791070292"">tanveer mehmood</a>'], 'photo_reference': 'AUGGfZkAZL8gRrm5nOBvgUwzmxn3S6pCSIldPtv6RCWTEYc2TkP-jbYrYtQLZohWk5bUYrA7b3GGk1_yf6-5AIAd0LZYtwVnfG2S55-f4wADZ_nm8aJoHta7YAIjKfT2UlA7eUCzjbP2JxhSPWWbXnt1genO4SY0k3K3RyuURKZ6_o4iLd_1', 'width': 4640}]",ChIJ5fMbyetAsz4R93-VBL4Y9AY,4.1,ChIJ5fMbyetAsz4R93-VBL4Y9AY,GOOGLE,"['cafe', 'food', 'point_of_interest', 'establishment']",12.0,"X3C8+RQ9, Shahrah-e-Usman, Sector-11-E Sector 11 E North Karachi Township, Karachi",,,,8642e4557ffffff
